"Ah, little prince, dear little prince! I love to hear that laughter!"	“啊！小家伙，小家伙，我喜欢听你这笑声！”
"All men have the stars," he answered, "but they are not the same things for different people. For some, who are travelers, the stars are guides. For others they are no more than little lights in the sky. For others, who are scholars, they are problems. For my businessman they were wealth. But all these stars are silent. You-- you alone-- will have the stars as no one else has them--"	“人们眼里的星星并不都一样。对旅行的人来说，星星是向导。对别的人来说，星星只是些小亮光。对另外一些学者来说，星星就是他们探讨的学问。对我所遇见的那个实业家来说，星星是金钱。但是，所有这些星星都不会说话。你呢，你的那些星星将是任何人都不曾有过的……”
"In one of the stars I shall be living. In one of them I shall be laughing. And so it will be as if all the stars were laughing, when you look at the sky at night… you-- only you-- will have stars that can laugh!"	“夜晚，当你望着天空的时候，既然我就住在其中一颗星星上，既然我在其中一颗星星上笑着，那么对你来说，就好像所有的星星都在笑，那么你将看到的星星就是会笑的星星！”
"And when your sorrow is comforted (time soothes all sorrows) you will be content that you have known me. You will always be my friend. You will want to laugh with me. And you will sometimes open your window, so, for that pleasure… and your friends will be properly astonished to see you laughing as you look up at the sky! Then you will say to them, 'Yes, the stars always make me laugh！' And they will think you are crazy. It will be a very shabby trick that I shall have played on you…"	“那么，在你的悲伤平息之后（时间会缓和所有的悲伤）你就会因为认识了我而感到高兴。你将永远是我的朋友。你就会想要同我一起笑。有时，你会为了快乐而不知不觉地打开窗户。你的朋友们会奇怪地看着你笑着仰望天空。那时，你就可以对他们说：‘是的，星星总是引我欢笑！’他们会以为你发疯了。我的恶作剧将使你难堪……”
"It will be as if, in place of the stars, I had given you a great number of little bells that knew how to laugh…"	“这就好像我并没有给你星星，而是给你一大堆会笑出声来的小铃铛……”
"I shall look as if I were suffering. I shall look a little as if I were dying. It is like that. Do not come to see that. It is not worth the trouble…"	“我将会像是很痛苦的样子……我有点像要死去似的。就是这么回事，你就别来看这些了，没有必要。”
"I tell you-- it is also because of the snake. He must not bite you. Snakes-- they are malicious creatures. This one might bite you just for fun…"	“我对你说这些……这也是因为蛇的缘故。别让它咬了你……蛇是很坏的，它随意咬人……”
"It is true that they have no more poison for a second bite."	“对了，它咬第二口的时候就没有毒液了……”
That night I did not see him set out on his way. He got away from me without making a sound. When I succeeded in catching up with him he was walking along with a quick and resolute step. He said to me merely:	这天夜里，我没有看到他起程。他不声不响地跑了。当我终于赶上他的时候，他坚定地快步走着。他只是对我说道：
"It was wrong of you to come. You will suffer. I shall look as if I were dead; and that will not be true…"	“你不该这样。你会难受的。我会像是死去的样子，但这不会是真的……”
"You understand… it is too far. I cannot carry this body with me. It is too heavy."	“你明白，路很远。我不能带着这付身躯走。它太重了。”
"But it will be like an old abandoned shell. There is nothing sad about old shells…"	“但是，这就好像剥落的旧树皮一样。旧树皮，并没有什么可悲的。”
"You know, it will be very nice. I, too, shall look at the stars. All the stars will be wells with a rusty pulley. All the stars will pour out fresh water for me to drink…"	“这将是蛮好的，你知道。我也一定会看星星的。所有的星星都将是带有生了锈的辘轳的井。所有的星星都会倒水给我喝……”
"That will be so amusing! You will have five hundred million little bells, and I shall have five hundred million springs of fresh water…"	“这将是多么好玩啊！你将有五亿个铃铛，我将有五亿口水井……”
And he sat down, because he was afraid. Then he said, again:	他这时坐下来，因为他害怕了。他却仍然说道：
"You know-- my flower… I am responsible for her. And she is so weak! She is so nae! She has four thorns, of no use at all, to protect herself against all the world…"	“你知道……我的花……我是要对她负责的！而她又是那么弱小！她又是那么天真。她只有四根微不足道的刺，保护自己，抵抗外敌……”
I too sat down, because I was not able to stand up any longer.	我也坐了下来，因为我再也站立不住了。
He still hesitated a little; then he got up. He took one step. I could not move.	他犹豫了一下，然后站起来。他迈出了一步。而我却动弹不得。
There was nothing but a flash of yellow close to his ankle. He remained motionless for an instant. He did not cry out. He fell as gently as a tree falls. There was not even any sound, because of the sand.	在他的脚踝子骨附近，一道黄光闪了一下。刹那间他一动也不动了。他没有叫喊。他轻轻地像一棵树一样倒在地上，大概由于沙地的缘故，连一点响声都没有。
The next day was foggy. Everything on the farm was dripping wet. The grass looked like a magic carpet. The asparagus patch looked like a silver forest.	第二天起雾了。农场里的一切都被雾水打湿了。草地看起来像有魔力的地毯。龙须菜地看起来则像一片银色的森林。
On foggy mornings, Charlotte's web was truly a thing of beauty. This morning each thin strand was decorated with dozens of tiny beads of water. The web glistened in the light and made a pattern of loveliness and mystery, like a delicate veil. Even Lurvy, who wasn't particularly interested in beauty, noticed the web when he came with the pig's breakfast. He noted how clearly it showed up and he noted how big and carefully built it was. And then he took another look and he saw something that made him set his pail down. There, in the center of the web, neatly woven in block letters, was a message.	晨雾中，夏洛的网显得异常的绮丽。每一缕细细的丝线上都缀满无数的小珠子。这张在晨光中泛着莹光的网，里面织着可爱而又神秘的图案，看起来就如同一层纤美的面纱。即使从来对美丽不是很在意的鲁维，在给威伯送早饭时也注意到了这张网。他注意到这网被编织得有多么大，多么的精致。当他再看时，发现了某种使他吃惊的事，慌乱中不觉扔下了食桶。那儿，就在网的中心，织着两排漂亮的大写字母，好像是在传达某种信息。
Then, forgetting all about Wilbur's breakfast, he walked back to the house and called Mr. Zuckerman.	“我看到什么了？”他喃喃说着，跌跪下去，急急地祈祷了一番。然后，他忙回到房子里去喊祖克曼先生，全没想到威伯的早餐。
"What’s the trouble?” asked Mr. Zuckerman. “Anything wrong with the pig?"	“怎么了？”祖克曼先生问，“猪出什么毛病了吗？”
The two men walked silently down to Wilbur's yard. Lurvy pointed to the spider's web. "Do you see what I see?" he asked.	两个男人悄悄来到威伯的院子里。鲁维指向那蜘蛛网。“你看我看见了什么？”他问。
Zuckerman stared at the writing on the web. Then he murmured the words "Some Pig." Then he looked at Lurvy. Then they both began to tremble. Charlotte, sleepy after her night's exertions, smiled as she watched. Wilbur came and stood directly under the web.	祖克曼先生盯着网上的字母，念着上面的“好猪”这个词。然后他看了看鲁维。这时他们都开始哆嗦了。昨夜忙碌了一宿的夏洛，此刻已经醒来，正微笑着看着这一切。威伯一直朝网这边走过来。
"Some pig!" Whispered Mr. Zuckerman. They stared and stared for a long time at Wilbur. Then they stared at Charlotte.	“好猪！”祖克曼先生低语。接下来的很长一段时间里，他们只是把威伯看了又看，然后才朝夏洛看去。
"You don't suppose that that spider..." began Mr. Zuckerman--but he shook his head and didn't finish the sentence. Instead, he walked solemnly back up to the house and spoke to his wife. "Edith, something has happened," he said, in a weak voice. He went into the living room and sat down and Mrs. Zuckerman followed.	“你不是猜是那…那只蜘蛛……”祖克曼先生摇摇头，没再继续说下去。他神色庄重地回到房子里，把这事情说给他的太太听。“伊迪丝，某种事情发生了，”他嗫嚅着，走进起居室坐下。祖克曼太太跟了过来。
"I've got something to tell you, Edith," he said. "You better sit down."	“我有些话要告诉你，伊迪丝，”他说，“你最好还是坐下来。”
"Edith," he said, trying to keep his voice steady, "I think you had best be told that we have a very unusual pig."	“伊迪丝，”他试着让他的声音听起来不那么激动，“我想你最好知道，我们有了一头极不寻常的猪。”
A look of complete bewilderment came over Mrs. Zuckerman's face. "Homer Zuckerman, what in the world are you talking about?" she said. 	祖克曼太太的脸上显出一副迷惑不解的神情。“霍默·祖克曼，你到底想要说什么？”她说。
"This is a very serious thing, Edith," he replied. "Our pig is completely out of the ordinary."	“这是一件非常严肃的事情，伊迪丝，”他回答道，“我们的猪完全是出类拔萃的。”
"What’s unusual about the pig?” asked Mrs. Zuckerman, who was beginning to recover from her scare.	“这猪有什么特别的地方？”祖克曼太太问着，开始不那么害怕了。
"Well, I don't really know yet," said Mr. Zuckerman. "But we have received a sign, Edith--a mysterious sign. A miracle has happened on this farm. There is a large spider's web in the doorway of the barn cellar, right over the pigpen, and when Lurvy went to feed the pig this morning, he noticed the web because it was foggy, and you know how a spider's web looks very distinct in a fog. And right spang in the middle of the web there were the words 'Some Pig.' The words were woven right into the web. They were actually part of the web, Edith. I know, because I have been down there and seen them. It says, 'Some Pig,' just as clear as clear can be. There can be no mistake about it. A miracle has happened and a sign has occurred hereon earths right on our farm, and we have no ordinary pig." 	“嗯，我也不知道该怎么说，”祖克曼先生说，“我们得到了一个暗示，伊迪丝——一个神秘的暗示。一个奇迹已经在这个农场上出现了。谷仓地窖门口有一个大蜘蛛网，它就在猪圈上边。今早我和鲁维去喂猪时，因为雾的关系他看到了那张网，你知道一张蜘蛛网在雾里显得有些特别。就在网的中央，写着‘好猪’这个词。这个词完全是由蜘蛛网织出来的。它们本身就是网的一部分，伊迪丝。我知道这点，因为我在那儿看到了它。那上面写着的‘好猪’，看起来再清楚不过了。我绝不能看错的。一个奇迹发生了，一个神示在地球上出现了，它就在我们的农场，我们有了一头不同凡响的猪。”
"Well," said Mrs. Zuckerman, "it seems to me you're a little off. It seems to me we have no ordinary spider." 	“哦，”祖克曼太太说，“我觉得你好像弄拧了。我看我们是有了一头不同凡响的蜘蛛才对。”
“Oh, no,” said Zuckerman. “It’s the pig that’s unusual. It says so, right there in the middle of the web.” 	“噢，不！”祖克曼说，“是这猪不一般，那蜘蛛网的中间就这么说的。”
“Maybe so,” said Mrs. Zuckerman. “Just the same, I intend to have a look at that spider.”	“可能如此吧，”祖克曼太太说，“虽然如此，我还是打算去看看那只蜘蛛。”
They got up, and together they walked down to Wilbur’s yard. “You see, Edith? It’s just a common grey spider.”	他们站起来，一同往威伯的院子走。“你看到了吗，伊迪丝？它是只很平常的灰蜘蛛。”
Wilbur was pleased to receive so much attention. Lurvy was still standing there, and Mr. And Mrs. Zuckerman, all three, stood for about an hour, reading the words on the web over and over, and watching Wilbur.	威伯很高兴能如此引人注目。还在那儿站着的鲁维，祖克曼先生和太太，三个人一起在那里站了大约一小时，一遍遍地读着网里的词，并观察着威伯。
Charlotte was delighted with the way her trick was working. She sat without moving a muscle, and listened to the conversation of the people. When a small fly blundered into the web, just beyond the word “pig,” Charlotte dropped quickly down, rolled the fly up, and carried it out of the way.	夏洛为她成功地愚弄了这些人而开心。她一动不动地坐在那里，听着人们的交谈。一只小苍蝇撞到网里，马上就要朝“猪”这个字爬过来了。夏洛见了忙跑过去把苍蝇缠住，拖远。
After a while the fog lifted. The web dried off and the words didn’t show up so plainly. The Zuckermans and Lurvy walked back to the house. Just before they left the pigpen, Mr. Zuckerman took one last look at Wilbur.	不久，雾散了。网也干了，这些字母看起来也不那么美了。祖克曼夫妇和鲁维走回了房子。在离开猪圈前，祖克曼先生最后又看了威伯一眼。
“You know,” he said, in an important voice, “I’ve thought all along that that pig of ours was an extra good one. He’s a solid pig. That pig is as solid as they come. You notice how solid he is around the shoulders, Lurvy?”	“你知道，”他庄重地说，“我想从哪方面看我们的猪都格外的优秀。他是头很结实的猪，比别的猪都壮实。你注意到他的肩膀下有多么结实吗，鲁维？”
“Sure, Sure I do,” said Lurvy. “I’ve always noticed that pig. He’s quite a pig.”	“当然，当然，”鲁维说，“我总是注意那头猪。他是头不一般的猪。”
“He’s long, and he’s smooth,” said Zuckerman.	“他是那么的长，身上那么的光滑。”祖克曼说。
“That’s right,” agreed Lurvy. “he’s as smooth as they come. He’s some pig.”	“的确，”鲁维表示同意，“他比别的猪光滑得多。他是头好猪。”
When Mr. Zuckerman got back to the house, he took off his work clothes and put on his best suit. Then he got into his car and drove to the minister’s house. He stayed for an hour and explained to the minister that a miracle had happened on the farm.	祖克曼先生回到了家，便脱下工作服，穿上了他最好的衣裳。然后他进了他的车，向牧师家驶去。他在牧师那里花了一小时，讲述在他的农场出现的奇迹。
“So far,” said Zuckerman, “only four people on earth know about this miracle—myself, my wife Edith, my hired man Lurvy, and you.”	“到现在为止，”祖克曼说，“这个地球上只有四个人知道这个奇迹——我，我妻子伊迪丝，我的雇工鲁维，还有你。”
“Don’t tell anybody else,” said the minister. “We don’t know what it means yet, but perhaps if I give thought to it, I can explain it in my sermon next Sunday. There can be no doubt that you have a most unusual pig. I intend to speak about it in my sermon and point out the fact that this community has been visited with a wondrous animal. By the way, does the pig have a name?”	“先别对任何人说，”牧师说，“我们还不知道那预示着什么，但如果我思考一下，就能在下周的布道会上解释这一切。无疑，你有了一头最不寻常的猪。我打算在我的布道会上指出，这个社区出现了一种多么不寻常的动物。顺便问一句，那猪有名字吗？”
“Why, yes,” said Mr. Zuckerman. “My little niece calls him Wilbur. She’s rather queer child—full of notions. She raised the pig on a bottle and I bought him from her when he was a month old.”	“是的，有，”祖克曼先生说,“我的小外甥女叫他威伯。她是个相当古怪的小孩——脑子里都是奇特的念头。她用奶瓶给这头猪喂奶，当小猪一个月大时，我才把他从她那里买来的。”
Secrets are hard to keep. Long before Sunday came, the news spread all over the county. Everybody knew that a sign had appeared in a spider’s web on the Zuckerman place. Everybody knew that the Zuckermans had a wondrous pig. People came from miles around to look at Wilbur and to read the words on Charlotte’s web. The Zuckermans’ driveway was full of cars and trucks from morning till night—Fords and Chevvies and Buick roadmasters and GMC pickups and Plymouths and Studebakers and Packards and De Sotos with gyromatic transmissions and Oldsmobiles with rocket engines and Jeep station wagons and Pontiacs. The news of the wonderful pig spread clear up into the hills, and farmers came rattling down in buggies and buckboards, to stand hour after hour at Wilbur’s pen admiring the miraculous animal. All said they had never seen such a pig before in their lives.	秘密是很难被保住的。远在星期日到来之前，这消息就传遍了整个村子。每个人都知道一个神示在祖克曼先生家的蜘蛛网里出现了。每个人都知道祖克曼一家有了一头奇异的猪。人们从四面八方赶来看威伯，读着夏洛的网里的字。祖克曼家的车道上从早到晚都停满了小车和大卡车——福特，雪佛莱，别克，通用皮卡、普利茅斯、斯塔德贝克、帕卡德、带陀螺变速器的德索托、带火箭引擎的奥兹莫比尔、旅行吉普和庞蒂亚克牌汽车等等都开过来了。这头神奇的小猪的消息也传进了山里，那些农场主们都赶着他们各式的马车来了，一小时接一小时地在威伯的猪圈里艳羡地看着这头神奇的动物。所有人都声称在一生中从没见过这样的猪。
When Fern told her mother that Avery had tried to hit the Zuckermans’ spider with a stick, Mrs. Arable was so shocked that she sent Avery to bed without any supper, as punishment.	当芬把埃弗里曾想把祖克曼的蜘蛛用棍子打下来的事告诉了她的妈妈后，阿拉贝尔太太一怒之下没让埃弗里吃晚饭，就把他赶上了床，以示惩罚。
In the days that followed, Mr. Zuckerman was so busy entertaining visitors that he neglected his farm work. He wore his good clothes all the time now—got right into them when he got up in the morning. Mrs. Zuckerman prepared special meals for Wilbur. Lurvy shaved and got a haircut; and his principal farm duty was to feed the pig while people looked on.	接下去的几天里，祖克曼先生由于整天忙着招待这些来访者，竟然忘记了他的农活。他时刻穿着他最好的衣服——早上一起床就往人群里走。祖克曼太太给威伯准备了特别的饭菜。鲁维刮了脸，也理了发；他在农场里最首要的任务就是在人们来参观时喂那头猪。
Mr. Zuckerman ordered Lurvy to increase Wilbur’s feedings from three meals a day to four meals a day. The Zuckermans were so busy with visitors they forgot about other things on the farm. The blackberries got ripe, and Mrs. Zuckerman failed to put up any blackberry jam. The corn needed hoeing, and Lurvy didn’t find time to hoe it.	祖克曼先生命令鲁维把威伯的吃饭次数从一天三次增加到四次。祖克曼一家如此忙于应付这些来访的人众，都忘了农场里还有别的事情要做了。黑莓熟了，可祖克曼太太却忘了把它们采摘，做成果酱。玉米地需要锄草了，可鲁维却找不到时间去锄草。
On Sunday the church was full. The minister explained the miracle. He said that the words on the spider’s web proved that human beings must always be on the watch for the coming of wonders.	星期日，教堂挤满了人。牧师对这奇迹解释了一通。他说这蜘蛛网上的字说明，人类必须时刻准备去观察神迹的出现。
All in all, the Zuckermans’ pigpen was the center of attraction. Fern was happy, for she felt that Charlotte’s trick was working and that Wilbur’s life would be saved. But she found that the barn was not nearly as pleasant—too many people. She liked it better when she could be all alone with her friends the animals.	祖克曼家的猪圈成了众人注意的焦点。芬很开心，因为她知道夏洛的把戏取得了成效，威伯的命也保住了。只是她觉得谷仓里现在不那么令她高兴了——那里的人太多了。她更愿意能和她的动物朋友单独在一起。
"Men," said the little prince, "set out on their way in express trains, but they do not know what they are looking for. Then they rush about, and get excited, and turn round and round…"	“那些人们，他们往快车里拥挤，但是他们却不知道要寻找什么。于是，他们就忙忙碌碌，来回转圈子……”小王子说道。
The well that we had come to was not like the wells of the Sahara. The wells of the Sahara are mere holes dug in the sand. This one was like a well in a village. But there was no village here, and I thought I must be dreaming…	我们终于找到的这口井，不同于撒哈拉的那些井。撒哈拉的井只是沙漠中挖的洞。这口井则很象村子中的井。可是，那里又没有任何村庄，我还以为是在做梦呢。
"It is strange," I said to the little prince. "Everything is ready for use: the pulley, the bucket, the rope…"	“真怪，”我对小王子说：“一切都是现成的：辘轳、水桶、绳子……”
He laughed, touched the rope, and set the pulley to working. And the pulley moaned, like an old weathervane which the wind has long since forgotten.	他笑了，拿着绳子，转动着辘轳。辘轳就像是一个长期没有风来吹动的旧风标一样，吱吱作响。
"Do you hear?" said the little prince. "We have wakened the well, and it is singing…"	“你听，”小王子说：“我们唤醒了这口井，它现在唱起歌来了……”
I hoisted the bucket slowly to the edge of the well and set it there-- happy, tired as I was, over my achievement. The song of the pulley was still in my ears, and I could see the sunlight shimmer in the still trembling water.	我慢慢地把水桶提到井栏上。我把它稳稳地放在那里。我的耳朵里还响着辘轳的歌声。依然还在晃荡的水面上，我看见太阳的影子在跳动。
"I am thirsty for this water," said the little prince. "Give me some of it to drink…"	“我正需要喝这种水。”小王子说：“给我喝点……”
I raised the bucket to his lips. He drank, his eyes closed. It was as sweet as some special festival treat. This water was indeed a different thing from ordinary nourishment. Its sweetness was born of the walk under the stars, the song of the pulley, the effort of my arms. It was good for the heart, like a present. When I was a little boy, the lights of the Christmas tree, the music of the Midnight Mass, the tenderness of smiling faces, used to make up, so, the radiance of the gifts I received.	我把水桶提到他的嘴边。他闭着眼睛喝水。就像节日一般舒适愉快。这水远不只是一种饮料，它是披星戴月走了许多路才找到的，是在辘轳的歌声中，经过我双臂的努力得来的。它像是一件礼品慰藉着心田。在我小的时候，圣诞树的灯光，午夜的弥撒的音乐，甜蜜的微笑，这一切都使圣诞节时我收到的礼品辉映着幸福的光彩。
"The men where you live," said the little prince, "raise five thousand roses in the same garden-- and they do not find in it what they are looking for."	“你这里的人在同一个花园中种植着五千朵玫瑰。”小王子说：“可是，他们却不能从中找到自己所要寻找的东西……”
"And yet what they are looking for could be found in one single rose, or in a little water."	“然而，他们所寻找的东西却是可以从一朵玫瑰花或一点儿水中找到的……”
"But the eyes are blind. One must look with the heart…"	“眼睛是什么也看不见的。应该用心去寻找。”
I had drunk the water. I breathed easily. At sunrise the sand is the color of honey. And that honey color was making me happy, too. What brought me, then, this sense of grief?	我喝了水。我痛快地呼吸着空气。沙漠在晨曦中泛出蜂蜜的光泽。这蜂蜜般的光泽也使我感到幸福。为什么我要难过……
"You must keep your promise," said the little prince, softly, as he sat down beside me once more.	小王子又重新在我的身边坐下。他温柔地对我说：“你应该实践你的诺言。”
"You know-- a muzzle for my sheep… I am responsible for this flower…"	“你知道……给我的小羊一个嘴套子……我要对我的花负责的呀！”
I took my rough drafts of drawings out of my pocket. The little prince looked them over, and laughed as he said:	我从口袋中拿出我的画稿。小王子瞅见了，笑着说：
"Your fox-- his ears look a little like horns; and they are too long."	“你画的狐狸……它那双耳朵……有点像犄角……而且又太长了！”
"You are not fair, little prince," I said. "I don't know how to draw anything except boa constrictors from the outside and boa constrictors from the inside."	“小家伙，你太不公正了。我过去只会画开着肚皮和闭着肚皮的巨蟒。”
"Oh, that will be all right," he said, "children understand."	“啊！这就行了。”他说：“孩子们认得出来。”
So then I made a pencil sketch of a muzzle. And as I gave it to him my heart was torn.	我就用铅笔勾画了一个嘴套。当我把它递给小王子时，我心里很难受：
"You know-- my descent to the earth… Tomorrow will be its anniversary."	“你知道，我落在地球上……到明天就一周年了……”
And once again, without understanding why, I had a queer sense of sorrow. One question, however, occurred to me:	我不知为什么，又感到一阵莫名其妙的心酸。这时，我产生了一个问题：
"Then it was not by chance that on the morning when I first met you-- a week ago-- you were strolling along like that, all alone, a thousand miles from any inhabited region? You were on the your back to the place where you landed?"	“一星期以前，我认识你的那天早上，你单独一个人在这旷无人烟的地方走着;这么说，这并不是偶然的了？你是要回到你降落的地方去是吗！”
The little prince flushed once more. He never answered questions-- but when one flushes does that not mean "Yes"?	小王子脸又红了。他从来也不回答这些问题，但是，脸红，就等于说“是的”， 是吧？
"Now you must work. You must return to your engine. I will be waiting for you here. Come back tomorrow evening…"	“你现在该工作了。你应该回到你的机器那里去。我在这里等你。你明天晚上再来……”
But I was not reassured. I remembered the fox. One runs the risk of weeping a little, if one lets himself be tamed…	但是，我放心不下。我想起了狐狸的话。如果被人驯服了，就可能会要哭的……
Day after day the spider waited, head-down, for an idea to come to her. Hour by hour she sat motionless, deep in thought. Having promised Wilbur that she would save his life, she was determined to keep her promise.	为了想出一个主意，这只蜘蛛在网上倒悬了一天又一天。她就那么一连数小时静静地坐着，苦苦地思索。她已经对威伯许诺过要拯救他的生命，因此她决定实现自己的承诺。
Charlotte was naturally patient. She knew from experience that if she waited long enough, a fly would come to her web; and she felt sure that if she thought long enough about Wilbur’s problem, and idea would come to her mind.	夏洛天生就十分有耐心。以往的经验告诉她，如果耐心等待得够久，苍蝇会撞到她的网里来的；所以她知道如果对威伯的问题思考的时间足够久，一个好办法最终也会想出来的。
Finally, one morning toward the middle of July, the idea came. “Why, how perfectly simple!” she said to herself. “The way to save Wilbur’s life is to play a trick on Zuckerman. If I can fool a bug,” thought Charlotte, “I can surely fool a man. People are not as smart as bugs.”	将近七月中旬的一个早晨，好主意终于来了。“为什么没早想出来，这主意多简单呐！”她自语道。“拯救威伯的办法就是对祖克曼玩一个把戏。如果我能骗一只小虫子上当，”夏洛想，“我一定也能愚弄一个人。人类未必像虫子一样聪明。”
“I was just thinking,” said the spider, “that people are very gullible.”	“我正在想，”这只蜘蛛说，“人类是很容易上当的。”
“That’s a mercy,” replied Wilbur, and he lay down in the shade of his fence and went fast asleep. The spider, however, stayed wide awake, gazing affectionately at him and making plans for his future. Summer was half gone. She knew she didn’t have much time.	“那可太好了，”威伯回答着躺进栅栏的阴影里，很快就入睡了。这只蜘蛛仍然很清醒地呆在那里，深情地望着她的朋友，正在为他的将来做打算。夏天已经过去一半了。她知道她没有太多的时间了。
That morning, just as Wilbur fell asleep, Avery Arable wandered into the Zuckerman’s front yard, followed by Fern. Avery carried a live frog in his hand. Fern had a crown of daisies in her hair. The children ran for the kitchen.	那天早上，就在威伯仍在熟睡时，埃弗里·阿拉贝尔溜达到了祖克曼先生的前院，身后跟着芬。埃弗里手里抓着一只活青蛙。芬的头上戴着一顶金灿灿的雏菊花冠。两个孩子跑进了厨房。
“Just in time for a piece of blueberry pie,” said Mrs. Zuckerman.	“马上就可以吃浆果馅饼了，”祖克曼太太说。
“Look at my frog!” said Avery, placing the frog on the drainboard and holding out his hand for pie.	“看我的青蛙！”埃弗里说着把青蛙放到了水槽里，然后伸出手去要馅饼。
